album_id,album_date_released,album_engineer,album_favorites,album_listens,album_producer,album_title,album_tracks,album_type,album_url,artist_name
8834,,,0,705,,An indifferent ocean,1,Album,http://freemusicarchive.org/music/Bridget_Hayden/An_indifferent_ocean/,Bridget Hayden
8835,3/01/2011,Justin Charles Lambert,3,4212,Justin Charles Lambert,DSM,11,Album,http://freemusicarchive.org/music/Glass_Boy/DSM/,Glass Boy
8836,1/01/2011,,0,10053,,The Hut Is Hot,31,Album,http://freemusicarchive.org/music/Ylmoy_8/The_Hut_Is_Hot/,Ylmoy 8
8837,,,0,2866,,Live at Lucky Gator - 12/27/07,10,Album,http://freemusicarchive.org/music/Silver_Abuse/Live_at_Lucky_Gator_-_122707/,Silver Abuse
8838,3/20/2011,,3,8809,,Apparition,3,Album,http://freemusicarchive.org/music/National_Grid/Apparition/,National Grid
8839,,,2,43365,,Original Innocence,2,Album,http://freemusicarchive.org/music/Original_Innocence/Original_Innocence/,Original Innocence
8840,3/21/2011,,0,2552,,Bad Panda #74,1,Album,http://freemusicarchive.org/music/Ben_Mason/Bad_Panda_74/,Ben Mason
8843,,,0,1596,,How I Learned To Shave,2,Album,http://freemusicarchive.org/music/The_Woolen_Men/How_I_Learned_To_Shave/,The Woolen Men
8844,3/22/2011,,0,8565,,Fulcanelli's Shoes,2,Live Performance,http://freemusicarchive.org/music/Ergo_Phizmiz/Fulcanellis_Shoes/,Ergo Phizmiz
8845,3/22/2011,,5,79327,,Music From The Shoes of Fulcanelli,13,Album,http://freemusicarchive.org/music/Ergo_Phizmiz/Music_From_The_Shoes_of_Fulcanelli/,Ergo Phizmiz
8846,,,1,19189,,Ugol Padeniya,7,Album,http://freemusicarchive.org/music/2NRO8OT/Ugol_Padeniya/,2NRO8OT
8847,1/01/2007,,0,852,,Improvisations/Bricolages,4,Album,http://freemusicarchive.org/music/Eric_Boros__Kiko_C_Esseiva/ImprovisationsBricolages/,Eric Boros & Kiko C. Esseiva
8848,3/21/2011,John Hannon,2,29528,,Evils,11,Album,http://freemusicarchive.org/music/Plusplus/Evils/,Plusplus
8850,,,1,28911,,MFYP EP (CS release),1,Single Tracks,http://freemusicarchive.org/music/Music_For_Your_Plants/ST_EP_Cassette_rel/,Music For Your Plants
8854,,Ruaraidh Sanachan,3,6112,Scott McDowell,Live on WFMU's The Long Rally with Scott McDowell 3/18/11,10,Radio Program,http://freemusicarchive.org/music/chris/Live_on_WFMUs_The_Long_Rally_with_Scott_McDowell_31811/,Chris Forsyth
8856,3/17/2011,,0,2729,,Live on WFMU's Three-Chord Monte with Joe Belock 3/17/11,8,Live Performance,http://freemusicarchive.org/music/Occult_Detective_Club/Live_on_WFMUs_Three-Chord_Monte_with_Joe_Belock_31711/,Occult Detective Club
8857,1/03/2011,,2,21218,,Cruisin' Classics: 2003-2010 (excerpts),12,Album,http://freemusicarchive.org/music/Lame_Drivers/Cruisin_Classics_2003-2010/,Lame Drivers
8858,,,0,1728,,Golden One,6,Album,http://freemusicarchive.org/music/Chris_and_Nicky_Andrews/Golden_One/,Nicky Cook
8859,,,3,96786,,le sac de l enfer 1,19,Album,http://freemusicarchive.org/music/Gabl/le_sac_de_l_enfer_1/,Gablé
886,5/13/2008,Doron,2,5108,,Live at WFMU on Doron's Show on 5/13/2008,0,Live Performance,http://freemusicarchive.org/music/Xela/Live_at_WFMU_on_Dorons_Show_on_5132008/,Xela
8860,,,1,24918,,le sac de l enfer 2,17,Album,http://freemusicarchive.org/music/Gabl/le_sac_de_l_enfer_2/,Gablé
8861,3/27/2011,,2,14244,,Robot,11,Album,http://freemusicarchive.org/music/Tom_Woxom/Robot/,Tom Woxom
8864,,,1,4114,,Mayan Mutations,7,Album,http://freemusicarchive.org/music/MUTWAWA/Mayan_Mutations_1276/,MUTWAWA
8868,3/28/2011,,0,403,,Interaccion,5,Album,http://freemusicarchive.org/music/Jeselsohn__Nuez/none_given_1619/,Jeselsohn & Nuñez
887,7/12/2008,Dave Amels,1,2076,Terre T,Live at WFMU on The Cherry Blossom Clinic 7/12/2008,14,Live Performance,http://freemusicarchive.org/music/The_Jowe_Head_Band/Live_at_WFMU_on_The_Cherry_Blossom_Clinic_7122008/,The Jowe Head Band
8873,3/28/2011,,0,1067,,Bad Panda #75,1,Album,http://freemusicarchive.org/music/James_Irwin/Bad_Panda_75/,James Irwin
8877,3/21/2011,,0,11117,,Live at Caledonia Lounge 3/21/2011,15,Live Performance,http://freemusicarchive.org/music/Obits/Live_at_Caledonia_Lounge_32111/,Obits
8879,,,2,49752,,Casual Graphic Designer,6,Album,http://freemusicarchive.org/music/Bacalao/Casual_Graphic_Designer/,Bacalao
8882,,,1,29815,,GlockEPspiel,3,,http://freemusicarchive.org/music/junior85/GlockEPspiel/,junior85
8884,3/18/2011,,1,1109,,"WFMU / FMA SxSW, March 18th 2011",1,Live Performance,http://freemusicarchive.org/music/Whitehorse/WFMU__FMA_SxSW_March_18th_2011/,Whitehorse
8886,,,0,5616,,Stone Cold Treasures,8,Album,http://freemusicarchive.org/music/Snow_Monster/Stone_Cold_Treasures/,Snow Monster
8887,,,6,49938,,Une Glace au Citron,13,Album,http://freemusicarchive.org/music/Miss_Emma/Une_Glass_au_Citron/,Miss Emma
8888,3/31/2011,,0,1540,,WHNZ:24:AION,3,Album,http://freemusicarchive.org/music/Cloud_Shepherd/WHNZ24AION/,Cloud Shepherd
8889,3/31/2011,,1,9261,,WHNZ:25:ATEASE,7,Album,http://freemusicarchive.org/music/Keijo/WHNZ25ATEASE/,Keijo
8890,3/29/2011,Joe Belock,0,2187,Diane Kamikaze,"Live at WFMU on Diane's Kamikaze Fun Machine, March 29th 2011",4,Radio Program,http://freemusicarchive.org/music/Batillus/Live__WFMU_on_Dianes_Kamikaze_Fun_Machine_March_29th_2011/,Batillus
8891,3/22/2011,Ernie Indradat,0,6162,Marty McSorley,"Live at WFMU on Marty McSorley's Show, March 22nd 2011",12,Radio Program,http://freemusicarchive.org/music/Soft_Circle/Live_at_WFMU_on_Marty_McSorleys_Show_March_22nd_2011/,Soft Circle
8892,3/29/2011,Ernie Indradat,0,2226,Marty McSorley,"Live at WFMU on Marty McSorley's Show, March 29th 2011",7,Radio Program,http://freemusicarchive.org/music/Silk_Flowers/Live_at_WFMU_on_Marty_McSorleys_Show_March_29th_2011/,Silk Flowers
8894,,,0,15561,,Japan by Ear,2,Album,http://freemusicarchive.org/music/BinauralDiaries/Japan_by_Ear/,BinauralDiaries
8896,,,0,4974,,LMM 3.12 - Choreos Incorporated,4,Album,http://freemusicarchive.org/music/Learning_Music/LMM_312_-_Choreos_Incorporated/,Learning Music
8897,3/17/2011,Ernie Indradat & Ruaraidh Sanachan,0,3614,Joe Belock,Live On WFMU's Three Chord Monte 3/17/2011,26,Album,http://freemusicarchive.org/music/The_Shrubs/Live_On_WFMUs_Three_Chord_Monte_3172011/,The Shrubs
8899,3/18/2011,,0,1873,,"WFMU/FMA SxSW, March 18th 2011",3,Live Performance,http://freemusicarchive.org/music/Sun_Araw/WFMUFMA_SxSW_March_18th_2011/,Sun Araw
8901,3/18/2011,,0,1838,,"Live from WFMU / FMA SXSW, March 18th 2011",4,Live Performance,http://freemusicarchive.org/music/Amen_Dunes/Live_from_WFMU__FMA_SXSW_March_18th_2011/,Amen Dunes
8902,,,0,1248,,"Reunion Show @ WFMU / FMA SXSW, March 18th 2011",10,Live Performance,http://freemusicarchive.org/music/The_Endtables/Reunion_Show__WFMU__FMA_SXSW_March_18th_2011/,The Endtables
8903,4/02/2011,,1,4088,,March 2011,10,Album,http://freemusicarchive.org/music/Clinical_Archives_Mix/March_2011/,Clinical Archives Mix
8907,,James Dunn,1,4092,,Live at Cafe OTO - 24 February 2011,3,Live Performance,http://freemusicarchive.org/music/Anthony_Pateras__Valerio_Tricoli/Live_at_Cafe_OTO/,Anthony Pateras & Valerio Tricoli
8908,4/30/2004,,0,15127,,Amil is Personal,20,Album,http://freemusicarchive.org/music/Amil_Byleckie/Amil_is_Personal/,Amil Byleckie
8909,,,4,59690,,Adeu,4,Album,http://freemusicarchive.org/music/Peter_Sharp/Adeu/,Peter Sharp
891,4/25/2008,James Theesfeld,1,2726,,Live at WFMU on Pat Duncan's Show on 4/25/2008,14,Radio Program,http://freemusicarchive.org/music/SUX/Live_at_WFMU_on_Pat_Duncans_Show_on_4252008/,SUX
8915,,,0,3575,,Chocolaptop,21,Album,http://freemusicarchive.org/music/Siesto_Krapooloso/Chocolaptop/,Siesto Krapooloso
8916,,,0,1618,,La Chinoise,10,Album,http://freemusicarchive.org/music/La_Chinoise/La_Chinoise/,La Chinoise
8917,4/04/2011,,8,70216,,Welcome in the House of F.U.N.,9,Album,http://freemusicarchive.org/music/Juanitos/Welcome_in_the_House_of_FUN/,Juanitos
8919,12/22/2010,"Andy Brain, Robert Follen, Luke Sample",0,67178,"Andy Brain, Robert Follen, Luke Sample",Accountants By Day,9,Album,http://freemusicarchive.org/music/Keshco/Accountants_By_Day/,Keshco
8930,,,1,7964,,Live at Cafe OTO - 9 December 2009,2,Live Performance,http://freemusicarchive.org/music/Mike_Cooper/Live_at_Cafe_OTO_-_9_December_2009/,Mike Cooper
8932,3/31/2011,Diane Kamikaze,3,5995,"Evan ""Funk"" Davies","Live on WFMU's Evan Funk Davies Show, March 31st 2011",12,Radio Program,http://freemusicarchive.org/music/Jacuzzi_Boys/Live_on_WFMUs_Evan_Funk_Davies_Show_March_31st_2011/,Jacuzzi Boys
8933,,,1,7482,,Electrical Shorts,10,Album,http://freemusicarchive.org/music/Females/Electrical_Shorts/,Females
8934,,,0,1169,,"LIVE on My Castle of Quiet, 3.25.2011",1,Album,http://freemusicarchive.org/music/Long_Distance_Poison/LIVE_on_My_Castle_of_Quiet_3252011/,Long Distance Poison
8935,,,0,1222,,Live at Cafe OTO - 5 November 2010,1,Live Performance,http://freemusicarchive.org/music/Lawrence_English/Live_at_Cafe_OTO_-_5_November_2010/,Lawrence English
8936,4/02/2011,,0,887,,"Live at WFMU on Daniel Blumin's Show, April 2nd 2011",2,Radio Program,http://freemusicarchive.org/music/Stephen_Vitiello/Live_at_WFMU_on_Daniel_Blumins_Show_April_2nd_2011/,Stephen Vitiello
8937,,,0,438,,Live at Cafe OTO - 4 November 2010,1,Live Performance,http://freemusicarchive.org/music/Andrea_Belfi/Live_at_Cafe_OTO_-_4_November_2010/,Andrea Belfi
8938,4/06/2011,MAT64,0,4565,MAT64,The Midnight Eclipse vol.1,13,Album,http://freemusicarchive.org/music/MAT64/The_Midnight_Eclipse_vol1/,MAT64
8941,3/21/2011,,0,671,,"Live at WFMU on Irene Trudel's Show, March 21st 2011",6,Radio Program,http://freemusicarchive.org/music/Matthews__Radding__Drury/Live_at_WFMU_on_Irene_Trudels_Show_March_21st_2011/,Wade Matthews / Reuben Radding / Andrew Drury
8943,4/04/2011,,1,34751,,Bad Panda #76,1,Album,http://freemusicarchive.org/music/K-Conjog/Bad_Panda_76/,K-Conjog
8945,4/04/2005,,0,701,,Arus,1,Album,http://freemusicarchive.org/music/Avarus/Arus/,Avarus
8947,1/14/2010,,0,5111,,Eyelashes Of Lanterns,4,Album,http://freemusicarchive.org/music/Doyeq/Eyelashes_Of_Lanterns/,Doyeq
8948,,,1,11263,,Speaking in Absolutes,17,Album,http://freemusicarchive.org/music/Dan_Gleason/Speaking_in_Absolutes/,Dan Gleason
8949,4/01/2011,,0,4003,,Superstitions,8,Album,http://freemusicarchive.org/music/Austin_Leonard_Jones/Superstitions/,Austin Leonard Jones
8950,,,0,8603,,Enjoy Trees!,7,Album,http://freemusicarchive.org/music/Projekt_Karpaty_Magiczne__Magic_Carpathians/Enjoy_Trees/,Projekt Karpaty Magiczne / Magic Carpathians
8951,,,0,2616,,femmes fesse fesses filles film five foot française fuck fun,22,Album,http://freemusicarchive.org/music/Manueljgrotesque/femmes_fesse_fesses_filles_film_five_foot_franaise_fuck_fun/,Manueljgrotesque
8952,,,10,94256,,Personal Soundwaves,11,Album,http://freemusicarchive.org/music/Stephan_Siebert/Stephan_Siebert/,Stephan Siebert
8953,,,4,36583,,PETERLOO MASSACRE,12,Album,http://freemusicarchive.org/music/Peterloo_Massacre/PETERLOO_MASSACRE/,Peterloo Massacre
8954,,,1,23238,,Deranged Creatures,8,Album,http://freemusicarchive.org/music/cah4otters/Deranged_Creatures/,ca$h4otters
8955,,,3,2637,,summerfugl,5,Album,http://freemusicarchive.org/music/Jan_Grnfeld/summerfugl/,Jan Grünfeld
8956,4/11/2011,,0,14389,,Bad Panda #77,4,Album,http://freemusicarchive.org/music/Monster_Rally/Bad_Panda_77/,Monster Rally
8959,,,1,5090,,I,6,Album,http://freemusicarchive.org/music/BLCK_CEILING/BLCK_CEILING/,BL▲CK † CEILING
8963,,,7,75181,,"Selections, Spring 2011",28,Live Performance,http://freemusicarchive.org/music/The_Concert/Selections_Spring_2011/,The Concert
8965,,,0,692,,Dan Bale,3,Album,http://freemusicarchive.org/music/DJ_North_by_Northwest/Dan_Bale/,DJ North by Northwest
8966,,,0,907,,Hearing Metal 1,1,Album,http://freemusicarchive.org/music/Michael_Pisaro/Hearing_Metal_1/,Michael Pisaro
8969,,,0,2994,,keine fernen mehr,6,Album,http://freemusicarchive.org/music/Antoine_Beuger/keine_fernen_mehr/,Antoine Beuger
897,6/09/2008,Irene Trudel,0,3052,Irene Trudel,Live at WFMU on Irene Trudel's Show on 6/9/2008,4,Radio Program,http://freemusicarchive.org/music/Peter_Walker/Live_at_WFMU_on_Irene_Trudels_Show_on_692008/,Peter Walker
8970,,,0,1137,,cage.frey.vriezen.feldman.ayres.johnson.manion,3,Album,http://freemusicarchive.org/music/Juerg_Frey/cagefreyvriezenfeldmanayresjohnsonmanion/,Juerg Frey
8971,,,0,6155,,works for piano,4,Album,http://freemusicarchive.org/music/Eva-Maria_Houben/works_for_piano/,Eva-Maria Houben
8972,4/14/2011,Ernie Indradat,0,5767,Bennett4Senate,Live at WFMU on Awesome New Place with Bennett4Senate on 4.14.11,5,Live Performance,http://freemusicarchive.org/music/Harald_Grosskopf_with_Axel_Heilhecker/Live_at_WFMU_on_Awesome_New_Place_with_Bennett4Senate_on_41411/,Harald Grosskopf with Axel Heilhecker
8974,,,3,10265,,"Ben Johnston: String Quartets Nos. 2, 3, 4 & 9",2,Album,http://freemusicarchive.org/music/Ben_Johnston/Ben_Johnston_String_Quartets_Nos_2_3_4__9/,Ben Johnston
8978,,,1,1108,,EI and NWR Radio: Eliane Radigue,3,Album,http://freemusicarchive.org/music/Eliane_Radigue/EI_and_NWR_Radio_Eliane_Radigue/,Eliane Radigue
8979,,,0,1973,,New World Records Podcast: Scott Fields,2,Album,http://freemusicarchive.org/music/Scott_Fields/New_World_Records_Podcast_Scott_Fields/,Scott Fields
898,5/20/2008,Trent Wolbe and Diane Farris,0,1635,,Live at WFMU on Joe Belock's Show on 5/20/2008,8,Radio Program,http://freemusicarchive.org/music/The_Hall_Monitors/Live_at_WFMU_on_Joe_Belocks_Show_on_5202008/,The Hall Monitors
8981,,,0,2869,,Minaret Minuets,1,Album,http://freemusicarchive.org/music/Scott_Fields/Minaret_Minuets/,Scott Fields
8982,3/21/2011,,1,1886,,The Paperhead,1,Album,http://freemusicarchive.org/music/The_Paperhead/The_Paperhead/,The Paperhead
8983,,,0,287,,"Live dublab ""Sprout Session"" (03.22.10)",1,Album,http://freemusicarchive.org/music/M_Takara/Live_dublab_Sprout_Session_32210/,M. Takara
8984,,,0,332,,"Live dublab ""Sprout Session"" (02.26.10)",1,Album,http://freemusicarchive.org/music/Ellie_Fortune/Live_dublab_Sprout_Session_022610/,Ellie Fortune
8985,,,3,2575,,"Live dublab ""Sprout Session"" (04.23.10)",2,Album,http://freemusicarchive.org/music/Baths/Live_dublab_Sprout_Session_042310/,Baths
8987,3/15/2011,,1,4725,,Jeremy Macachor,13,Album,http://freemusicarchive.org/music/Jeremy_Macachor/Jeremy_Macachor/,Jeremy Macachor
8988,3/29/2011,,1,2354,,Onwards,4,Album,http://freemusicarchive.org/music/Jeremy_Macachor/Onwards/,Jeremy Macachor
8989,3/07/2011,,2,6333,,Music Monday Release (March 2011),2,Album,http://freemusicarchive.org/music/mGee/Music_Monday_Release_March_2011/,mGee
899,5/12/2008,Irene Trudel,2,7935,,Live at WFMU on Irene Trudel's Show on 5/12/2008,13,Radio Program,http://freemusicarchive.org/music/The_Snow/Live_at_WFMU_on_Irene_Trudels_Show_on_5122008/,The Snow
8990,,,2,2827,,Live in Saransk,3,,http://freemusicarchive.org/music/Love_Cult/Live_in_Saransk/,Love Cult
8991,4/15/2011,,1,5628,,Advertitis,13,Album,http://freemusicarchive.org/music/Inefficient_Screws/Advertitis/,Inefficient Screws
8993,5/04/2009,,0,2187,,debut 45,3,Album,http://freemusicarchive.org/music/Watery_Love/debut_45/,Watery Love
8994,1/17/2007,,2,7596,,Calendar,12,Album,http://freemusicarchive.org/music/Monk_Turner/Calendar/,Monk Turner
8996,,,0,1427,,Jean peter et le cobra,3,Album,http://freemusicarchive.org/music/Ultra_Konnard/Jean_peter_et_le_cobra/,Ultra Konnard
8999,,,0,5747,,Live on KXLU,11,Album,http://freemusicarchive.org/music/Monk_Turner/Live_on_KXLU/,Monk Turner
9002,,,0,1601,,Parantavassa Kehdossa,6,Album,http://freemusicarchive.org/music/AAN/Parantavassa_Kehdossa/,Aan
9004,4/17/2011,,1,1124,"Anton Mobin, Josephine Muller, Ian Linter",Bande Sonore Aléatoire,6,Album,http://freemusicarchive.org/music/Anton_Mobin_Josephine_Muller_Ian_Linter/Bande_Sonore_Aleatoire/,"Anton Mobin, Joséphine Muller, Ian Linter"
9005,1/01/2006,,0,1430,,Salamaa,6,Album,http://freemusicarchive.org/music/AAN/Salamaa/,Aan
9006,5/30/2007,,0,1410,,gomme cromo Ep,3,Album,http://freemusicarchive.org/music/Amazing_Bahia_e_i_Fanciulli_Protosportivi/gomme_cromo/,Amazing Bahia e i Fanciulli Protosportivi
9007,4/17/2011,,0,7381,,Rebirth,19,Album,http://freemusicarchive.org/music/Spectral_Mystics/Rebirth/,Spectral Mystics
9008,1/01/2007,,0,1331,,Ajaton Vie,5,Album,http://freemusicarchive.org/music/AAN/Ajaton_Vie/,Aan
9009,4/18/2011,,1,1967,,Bad Panda #78,1,Album,http://freemusicarchive.org/music/Marco_Mahler/Bad_Panda_78/,Marco Mahler
901,5/14/2008,Brandon Perry,0,7042,,Live at WFMU on Marty McSorley's Show on 5/14/2008,0,Radio Program,http://freemusicarchive.org/music/Big_Digits/Live_at_WFMU_on_Marty_McSorleys_Show_on_5142008/,Big Digits
9010,4/15/2011,,0,9187,,Bored & Alone,9,Album,http://freemusicarchive.org/music/Waylon_Thornton_and_the_Heavy_Hands/Bored__Alone/,Waylon Thornton and the Heavy Hands
9014,4/06/2011,,7,29475,,La Barca de Sua,6,Album,http://freemusicarchive.org/music/La_Barca_de_Sua/La_Barca_de_Sua/,La Barca de Sua
9015,1/28/2014,,3,202859,,Celebrating 50 Years,21,Album,http://freemusicarchive.org/music/The_United_States_Army_Old_Guard_Fife_and_Drum_Corps/Celebrating_50_Years/,The United States Army Old Guard Fife and Drum Corps
9016,10/28/2005,,15,111518,,Resistor Anthems,10,Album,http://freemusicarchive.org/music/Eric_Skiff/Resistor_Anthems/,Eric Skiff
902,5/26/2008,Richard Rusincovitch,0,609,,Live at WFMU on Marty McSorley's Show,0,Radio Program,http://freemusicarchive.org/music/Foot_Village/Live_at_WFMU_on_Marty_McSorleys_Show/,Foot Village
9020,1/01/2006,,1,1247,,Elämän Kevät,5,Album,http://freemusicarchive.org/music/AAN/Elmn_Kevt/,Aan
9021,4/19/2011,,0,1683,,WHNZ:23:NIST,1,Album,http://freemusicarchive.org/music/Hokkei_Trio/WHNZ23NIST/,Hokkei Trio
9025,5/10/2011,,1,2318,,Good God,2,Album,http://freemusicarchive.org/music/Colin_L_Orchestra/Good_God/,Colin L. Orchestra
9026,4/16/2011,Stu Rutherford,1,1944,Terre T.,"Live at WFMU on Terre T's Cherry Blossom Clinic, April 16, 2011",12,Radio Program,http://freemusicarchive.org/music/Come/Live_at_WFMU_on_Terre_Ts_Cherry_Blossom_Clinic_April_16_2011/,Come
9028,4/19/2011,Ernie Indradat,0,2372,Brian Turner,"Live at WFMU on Brian Turner's Show, April 19th 2011",17,Radio Program,http://freemusicarchive.org/music/Slug_Guts/Live_at_WFMU_on_Brian_Turners_Show_April_19th_2011_1305/,Slug Guts
903,6/09/2008,Richard Rusincovitch,0,614,Marty McSorley,Live at WFMU on Marty McSorley's Show on 6/9/2008,1,Radio Program,http://freemusicarchive.org/music/Mincemeat_or_Tenspeed/Live_at_WFMU_on_Marty_McSorleys_Show_on_692008/,Mincemeat or Tenspeed
9031,1/01/2007,,0,912,,Chimes Against Reality,3,Album,http://freemusicarchive.org/music/Brothers_Of_The_Occult_Sisterhood/Chimes_Against_Reality/,Brothers Of The Occult Sisterhood
9033,4/23/2011,,1,1976,,Kultainen Kupoli,5,Album,http://freemusicarchive.org/music/AAN/Kultainen_Kupoli/,Aan
9034,,,0,20159,,Awott,11,Album,http://freemusicarchive.org/music/Asian_Women_on_the_Telephone/Awott/,Asian Women on the Telephone
904,5/27/2008,Richard Rusincovitch,2,16330,,Live at WFMU on Brian Turner's Show on 5/27/2008,18,Radio Program,http://freemusicarchive.org/music/Negative_Approach/Live_at_WFMU_on_Brian_Turners_Show_on_5272008/,Negative Approach
9047,9/28/2009,,0,9050,,O Que Não Tem Juízo [2003—2006],12,Album,http://freemusicarchive.org/music/minusbaby/O_Que_No_Tem_Juzo_20032006/,minusbaby
9048,,,0,7524,,"Live dublab ""Sprout Session"" (04.18.10)",1,Album,http://freemusicarchive.org/music/Chico_Mann/Live_dublab_Sprout_Session_041810/,Chico Mann
9049,,,0,249,,"Live dublab ""Sprout Session"" (11.15.10)",1,Album,http://freemusicarchive.org/music/Ariana_Delawari/Live_dublab_Sprout_Session_111510/,Ariana Delawari
905,5/19/2008,Bil Bowen,3,19335,Liz Berg,Live at WFMU on Liz Berg's Show on 5/19/2008,5,Radio Program,http://freemusicarchive.org/music/Bonde_Do_Role/Live_at_WFMU_on_Liz_Bergs_Show_on_5192008/,Bonde Do Role
9050,,,0,1918,,"Live dublab ""Sprout Session"" (11.18.10)",1,Album,http://freemusicarchive.org/music/lf_Arnalds/Live_dublab_Sprout_Session_111810/,Ólöf Arnalds
9052,,,1,139,,"Live dublab ""Sprout Session"" (09.16.10)",1,Album,http://freemusicarchive.org/music/Up_Died_Sound/Live_dublab_Sprout_Session_091610/,Up Died Sound
9053,,,0,252,,"Live dublab ""Sprout Session"" (08.17.10)",2,Album,http://freemusicarchive.org/music/Motoko_Honda/Live_dublab_Sprout_Session_081710/,Motoko Honda
9054,,,1,427,,Live at ISSUE 11/11/2009,1,Album,http://freemusicarchive.org/music/John_Butcher__Okkyung_Lee/Live_at_ISSUE_11112009/,John Butcher & Okkyung Lee
9055,3/16/2010,,4,14782,,Rococo,9,Album,http://freemusicarchive.org/music/The_Paparazzi/Rococo/,The Paparazzi
9057,6/28/2011,"Quemere, Harrison, Fish, Kaufman, etc",3,13677,"Josh Kaufman, Travis Harrison",Cakes and Cookies,36,Album,http://freemusicarchive.org/music/Rocketship_Park/Cakes_and_Cookies/,Rocketship Park
9061,,,0,157,,"Live dublab ""Sprout Session"" (02.26.10)",1,Album,http://freemusicarchive.org/music/Mason_Lindahl/Live_dublab_Sprout_Session_022610_1423/,Mason Lindahl
9065,4/25/2011,,2,43821,,Bad Panda #79,1,Album,http://freemusicarchive.org/music/Ghostly_Dust_Machine/Bad_Panda_79/,Ghostly Dust Machine
9066,,,0,1030,,Look Sharp! and hear the difference,12,Album,http://freemusicarchive.org/music/Pete_Um/Look_Sharp_and_hear_the_difference/,Pete Um
9067,,,2,7303,,Sounds to Come,6,Album,http://freemusicarchive.org/music/Various_Artists_Chinstrap_Music/Sounds_to_Come/,Various Artists [Chinstrap Music]
907,5/17/2008,Irene Trudel,0,3752,Rob Weisberg,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,7,Live Performance,http://freemusicarchive.org/music/MetroFolk/MetroFolk_Live_at_Barbes_on_Rob_Weisbergs_Show_5172008/,MetroFolk
9070,,,2,11904,,Dead Herring,14,Album,http://freemusicarchive.org/music/Mild_Maynyrd/Dead_Herring/,Mild Maynyrd
9072,,,5,57961,,An End Like This,37,Album,http://freemusicarchive.org/music/Learning_Music/An_End_Like_This/,Learning Music
9073,4/27/2011,,0,2195,,Torso Apart,5,Album,http://freemusicarchive.org/music/Zloty_Dawai/Torso_Apart/,Zloty Dawai
9076,,,0,954,,"Live dublab ""Sprout Session"" (07.09.10)",1,Album,http://freemusicarchive.org/music/Swahili_Blonde/Live_dublab_Sprout_Session_070910/,Swahili Blonde
9077,4/14/2011,David Mambach,0,1606,Joe Belock,"Live @ WFMU on the Three Chord Monte with Joe Belock, April 14th 2011",13,Radio Program,http://freemusicarchive.org/music/Overnight_Lows/Live__WFMU_on_the_Three_Chord_Monte_with_Joe_Belock_April_14th_2011/,Overnight Lows
9079,,,4,44237,,Little Wooden Church,1,Album,http://freemusicarchive.org/music/The_Trumpeteers/Little_Wooden_Church/,The Trumpeteers
908,5/25/2008,,0,1131,,Live on Dan Bodah's Show on 5/25/2008,2,Live Performance,http://freemusicarchive.org/music/Jazzfinger/Live_on_Dan_Bodahs_Show_on_5252008/,Jazzfinger
9080,,,0,4992,,Seek Seek,1,Album,http://freemusicarchive.org/music/The_Masters_of_Harmony_of_Detroit/Seek_Seek/,The Masters of Harmony of Detroit
9081,,,0,6723,,Childhood Days,1,Album,http://freemusicarchive.org/music/Universal_Jubilaires/Childhood_Days/,Universal Jubilaires
9083,,,0,10036,,Upper Room,1,Album,http://freemusicarchive.org/music/Flying_Cloud/Upper_Room/,Flying Cloud
9084,4/14/2011,,0,833,Fabio,"Live @ WFMU on Strength Through Failure with Fabio, April 14th 2011",2,Radio Program,http://freemusicarchive.org/music/Blood_Stereo/Live__WFMU_on_Strength_Through_Failure_with_Fabio_April_14th_2011/,Blood Stereo
9085,,,1,3647,,Chien,15,Album,http://freemusicarchive.org/music/Shape2/Chien_1377/,Shape2
9087,4/29/2011,RP,3,6688,RP,Hard Limits,14,Album,http://freemusicarchive.org/music/Rotor_Perdition/Hard_Limits/,Rotor Perdition
9088,,,0,714,,February,1,Album,http://freemusicarchive.org/music/Jonathan_Kanes_February/February/,Jonathan Kane's February
9089,,,2,1292,,Jet Ear Party,1,Album,http://freemusicarchive.org/music/Jonathan_Kanes_February/Jet_Ear_Party/,Jonathan Kane's February
9090,,,2,1354,,A Festival of Strings,1,Live Performance,http://freemusicarchive.org/music/Zeena_Parkins__Jon_Rose/A_Festival_of_Strings_1482/,Zeena Parkins & Jon Rose
9091,4/28/2011,,0,1447,,Live on WFMU's Three Chord Monte with Joe Belock 4/28/11,12,Radio Program,http://freemusicarchive.org/music/Steve_Wynn/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_42811/,Steve Wynn
9092,4/26/2011,,1,11224,,"Live on WFMU with Marty McSorley, 4/26/11",9,Live Performance,http://freemusicarchive.org/music/Elks/Live_on_WFMU_with_Marty_McSorley_42611/,Elks
9093,,,0,831,,Threshold Aroa,1,Album,http://freemusicarchive.org/music/Andr_Pissoir/Threshold_Aroa/,André Pissoir
9094,9/09/2008,"Halsey Quemere & Travis Harrison, Kevin Fish",2,8045,"Higgins, Travis Harrison, Halsey Quemere",Zs,11,Album,http://freemusicarchive.org/music/Higgins/Zs/,Higgins
9095,5/01/2011,,0,830,,WHNZ:22:ARE,11,Live Performance,http://freemusicarchive.org/music/Vlad_Makarov__Ilia_Belorukov/WHNZ22ARE/,Vlad Makarov & Ilia Belorukov
